title,year,location,project_id,publication_date
Dandelion Courtyard Building / Architecture Studio YEIN,2018,"Gangneung, South Korea",941096,2020-06-13T13:00:00.000Z
Wing House / Studio Guilherme Torres,2018,Brazil,940943,2020-06-13T11:00:00.000Z
Lamplighter School Innovation Lab / Marlon Blackwell Architect,2018,"Dallas, United States",940254,2020-06-13T09:00:00.000Z
Rubela Park Offices / Architects of Justice (AOJ),2017,"Germiston, South Africa",941103,2020-06-13T07:00:00.000Z
Futura Bistro / Rhizome,2019,"Saint Petersburg, Russia",941060,2020-06-13T05:00:00.000Z
Elevated Stations of Guangzhou Metro Line 21 / GDAD,2019,"Guangzhou, China",940694,2020-06-13T02:00:00.000Z
Integral Eco-Industrial Campus / Ronald Lu & Partners,2019,"Guilin, China",941325,2020-06-12T23:00:00.000Z
Ningbo Hanvos School / DC Alliance,,"Ningbo, China",941219,2020-06-12T21:00:00.000Z
JINS Tokyu Hands Ikebukuro Store / Fumiko Takahama Architects,2019,"Toshima, Japan",941473,2020-06-12T20:00:00.000Z
La Petite Afrique Building / Isay Weinfeld,2016,"Mónaco, Monaco",941553,2020-06-12T19:00:00.000Z
House Zevenhuizen / Studio AAAN,2018,"Zevenhuizen, The Netherlands",941330,2020-06-12T17:00:00.000Z
TGS House / Laercio Fabiano Arquitetura,2019,"Bauru, Brazil",941459,2020-06-12T16:00:00.000Z
Alcantara Apartment / Studio Gameiro,2020,"Lisboa, Portugal",941506,2020-06-12T14:00:00.000Z
"Lutgardis, Reconstruction of a Block with Facilities and Dwellings / Urban Platform",2019,Belgium,941146,2020-06-12T12:00:00.000Z
Wave House / Olson Kundig,2018,"Mercer Island, United States",941377,2020-06-12T10:00:00.000Z
Koeris House / Zeller & Moye,2020,"Groß Köris, Germany",941539,2020-06-12T06:00:00.000Z
Calafate Hostel / Hauser Oficina de Arquitectura,2015,0,941406,2020-06-12T03:00:00.000Z
Light Hollow / YounghanChung Architects,2019,"Suyeong-gu, South Korea",941478,2020-06-12T02:00:00.000Z
Symmons Plains / Cumulus Studio,2019,"Perth, Australia",941562,2020-06-12T01:00:00.000Z
WaterHall Project / Orient Occident Atelier,2019,"Sneung, Cambodia",941560,2020-06-12T00:00:00.000Z
Xianghu Xiaoyao Manor / goa,2019,"Hangzhou, China",940849,2020-06-11T23:00:00.000Z
Memory of the Land / NODE Architecture & Urbanism,2019,"Shenzhen, China",941197,2020-06-11T21:00:00.000Z
SHOP NO. 851 / Studio Ardete,2019,"Chandigarh, India",941297,2020-06-11T20:00:00.000Z
216 Ocean View Drive House / Robert Silke & Partners,2020,"Cape Town, South Africa",941279,2020-06-11T19:00:00.000Z
Tribeca Rogue Building / Woods Bagot,2019,"New York, United States",941299,2020-06-11T17:00:00.000Z
AJ Apartment / COA Associados,2016,"São Paulo, Brazil",941294,2020-06-11T16:00:00.000Z
EB Nº 53 Prof. Agostinho da Silva- Marvila School / Alexandre Marques Pereira Arquitectura,2019,"Lisbon, Portugal",941291,2020-06-11T14:00:00.000Z
Immac² Mixed Use Project / Urban Platform,2019,"Tienen, Belgium",941177,2020-06-11T12:00:00.000Z
Reading Room / George King Architects,2020,"Cotswold District, United Kingdom",941321,2020-06-11T10:00:00.000Z
J+ Art Space / V2GETHER design,2019,"Suzhou, China",941269,2020-06-11T07:00:00.000Z
Laprida Building / Guidi + Hernández Arquitectos,2019,"Rosario, Argentina",941370,2020-06-11T06:00:00.000Z
Monte Uzulu Hotel  / At-te + Taller LU'UM,2019,Mexico,941407,2020-06-11T03:00:00.000Z
Cornerstone 71 Private Dwellings / BFV ARCHITECTES,2019,"Paris, France",940948,2020-06-11T02:00:00.000Z
Lan Chuang Space / BEING ARCHITECTS,2017,"Guangzhou, China",941244,2020-06-11T01:00:00.000Z
RCD Office & House / Mastermind Studio,2020,Thailand,941278,2020-06-11T00:00:00.000Z
Honeycomb Mosque / Andyrahman Architect,2020,"Kecamatan Gedangan, Indonesia",941347,2020-06-10T23:00:00.000Z
R Society Store / 0321studio,2020,"Yixing, China",941029,2020-06-10T21:00:00.000Z
Lumière House / Studio Avana,2019,"Bandung, Indonesia",941186,2020-06-10T20:00:00.000Z
Naturals Now Shop / Drink Water Design Studio,2019,"Mumbai, India",941121,2020-06-10T19:00:00.000Z
Re.canto House / Arquitetura27,2019,"Ilha Bela, Brazil",941315,2020-06-10T17:00:00.000Z
ES House / Altamarea arquitectura,2017,"Litueche, Chile",941174,2020-06-10T16:00:00.000Z
RA House / lb+mr,2019,Brazil,941065,2020-06-10T14:00:00.000Z
CAD 3 Center / DPFP UFMG,2018,"Pampulha, Brazil",940259,2020-06-10T12:00:00.000Z
Hidden House / Archterra Architects,2018,"Margaret River, Australia",941374,2020-06-10T10:00:00.000Z
Xi'an Qujiang Art Center / gad,2019,"Xi'an, China",941217,2020-06-10T07:00:00.000Z
Trovatello House / KREN Architektur,2016,"Seltisberg, Switzerland",941040,2020-06-10T06:00:00.000Z
Tour Saint-Gobain / Valode & Pistre,2019,"Paris, France",941373,2020-06-10T03:01:00.000Z
House in Ikenoue / Yabashi architects & associates,2020,"Kumamoto, Japan",941356,2020-06-10T02:00:00.000Z
Toilets with a View / guó bàn ér,2020,"Beijing, China",941249,2020-06-10T01:00:00.000Z
Tuynhuys Apartment Building / Robert Silke & Partners,2020,"Cape Town, South Africa",941309,2020-06-10T00:00:00.000Z
Dadad Market / Bangkok Tokyo Architecture + OPH,2017,"Nai Mueang, Thailand",905924,2020-06-09T23:00:00.000Z
K-Villa+ / Space + Architecture,2020,"Cần Thơ, Vietnam",940892,2020-06-09T21:00:00.000Z
UMAH Coffee Shop / N+A Studio,2019,"Shanghai, China",940825,2020-06-09T20:00:00.000Z
HL house / APDI,2020,"p. Long Biên, Vietnam",941113,2020-06-09T19:00:00.000Z
Concrete House / Costaveras Arquitetos,2020,"Condomínio Alto da Boa Vista, Brazil",940986,2020-06-09T17:00:00.000Z
Loft on Life  / Crippa e Assis Arquitetura,2019,"Seminário, Brazil",941126,2020-06-09T16:00:00.000Z
Black House / Estudio V2 Arquitectos,2019,"City Bell, Argentina",941116,2020-06-09T14:00:00.000Z
SECAD Offices / MCVR Studio,2019,"Suzhou, China",941129,2020-06-09T12:00:00.000Z
Transformation The Hinge / Niels Olivier Architect,2019,"Arnhem, The Netherlands",940836,2020-06-09T10:00:00.000Z
C&P Corporate Headquarters / INNOCAD,2017,"Graz, Austria",907562,2020-06-09T07:00:00.000Z
Bosc House / Joan Poca Arquitecte,2019,Spain,941191,2020-06-09T06:00:00.000Z
LEEDO SAU Coffee / ATMOROUND,2020,"Yeongi-gun, South Korea",941136,2020-06-09T03:00:00.000Z
Giant House in Oiso / Fumiko Takahama Architects,2018,"Yokohama, Japan",941271,2020-06-09T02:00:00.000Z
Lochten Sustainable Micro Neighbourhood / Urban Platform,2019,Belgium,941184,2020-06-09T00:00:00.000Z
Hideout Horizon Bamboo House / Studio WNA,2019,Indonesia,941193,2020-06-09T00:00:00.000Z
House SM / 1-1 Architects,2020,"Kariya, Japan",941099,2020-06-08T23:00:00.000Z
2I4E House / P+0 Architecture + David Pedroza Castañeda ,2017,"Santa Catarina, Mexico",905288,2020-06-08T22:00:00.000Z
House in Shibukawa / SNARK + Ouvi ,2018,"Shibukawa, Japan",941100,2020-06-08T21:00:00.000Z
Forest House / Cacau Ribeiro Interiores,2018,"Ribeirão Preto, Brazil",939737,2020-06-08T20:00:00.000Z
Orchis House / ZhiXing Architects,2019,"Yiyang, China",940985,2020-06-08T18:00:00.000Z
Skylights House / Paula Aravena + Rodolfo Cañas + Hans Madariaga,2019,"Buin, Chile",940466,2020-06-08T17:00:00.000Z
House V / Martin Skoček,2019,"Bratislava, Slovakia",941122,2020-06-08T16:00:00.000Z
House dos Peixes Falantes / M-Arquitectos ,2015,"Rabo de Peixe, Portugal",941154,2020-06-08T14:00:00.000Z
JES House / CARPE + CRUX arquitectos,2019,Spain,940919,2020-06-08T12:00:00.000Z
"Krasnodar FC Stadium and Park / von Gerkan, Marg and Partners Architects (gmp)",2019,"Krasnodar, Russia",941173,2020-06-08T10:00:00.000Z
The Molinete Museum / Temperaturas Extremas Arquitectos,2020,"Cartagena, Spain",941128,2020-06-08T07:00:00.000Z
House in “La Place” / Deschenaux Follonier,2019,"Villa, Switzerland",941112,2020-06-08T05:00:00.000Z
Studio 1700 / Nordest Arquitectura,2018,"Palau Sator, Spain",941123,2020-06-08T03:00:00.000Z
Seedpod / Nomadic Resorts,2019,"Bel Ombre, Mauritius",941170,2020-06-08T02:00:00.000Z
JumpCan Health Technology Exhibition Hall / Huajian Group Shanghai Architectural Design & Research Institute,2020,"Taizhou, China",941073,2020-06-08T00:00:00.000Z
Benziger Hospice Home / Srijit Srinivas - ARCHITECTS,2020,"Thiruvananthapuram, India",940886,2020-06-07T23:00:00.000Z
"Readers Pavilion at Citizen Cultural Park, Rongcheng / art+zen architects",2019,"Rongcheng, China",941088,2020-06-07T21:00:00.000Z
Stacking Box House / AD+studio,2019,"Ho Chi Minh City, Vietnam",940983,2020-06-07T21:00:00.000Z
Science Research Facilities / Ludwig Hansen Architects + Urban Designers,2019,South Africa,940907,2020-06-07T19:00:00.000Z
Docard Barbershop Renovation / Concept Design Company,2018,"Tehran, Iran",940987,2020-06-07T19:00:00.000Z
Container for Urban Living / Atelier Riri,2014,"Jatiasih, Indonesia",770703,2020-06-07T17:00:00.000Z
Chuon Chuon Kim 2 Kindergarten / KIENTRUC O,2016,"District 2, Vietnam",894344,2020-06-07T15:00:00.000Z
AM House / COA Associados,2018,"Pinheiros, Brazil",940842,2020-06-07T11:00:00.000Z
Cabin in Malalcahuello / Iragüen Viñuela Arquitectos,2019,"Malalcahuello, Chile",940368,2020-06-07T09:00:00.000Z
IV Castel Lane Apartments / NAME architecture,2017,United Kingdom,941058,2020-06-07T07:00:00.000Z
Un Cuarto Mas Extension / Taller ADG,2017,"Temixco, Mexico",940627,2020-06-07T05:00:00.000Z
Office 1243 / Studio Ardete,2018,"Mohali, India",940657,2020-06-06T22:00:00.000Z
"Ice Restaurant, The 21st ICE& SNOW WORLD / International Ice Snow Architecture Innovation Research Center + Architecture School, Harbin Institute of Technology",2019,"Harbin, China",940553,2020-06-06T21:00:00.000Z
Irme Elektrik Headquarters / XL Architecture + Engineering,2019,"Izmir, Turkey",940860,2020-06-06T21:00:00.000Z
161 Collins Street Refurbishment / Bates Smart,2018,"Melbourne, Australia",938934,2020-06-06T19:00:00.000Z
The Lakehouse Restaurant / LUWIST,2019,"Bogor, Indonesia",941024,2020-06-06T19:00:00.000Z
Wildcoast House / FGR Architects,2016,"Portsea, Australia",892433,2020-06-06T17:00:00.000Z
Saint Peter House / Proyecto Cafeína + Estudio Tecalli,,"San Pedro Cholula, Mexico",886454,2020-06-06T15:00:00.000Z
Blue Terracotta Apartment / Rina Lovko,2020,"Kyiv, Ukraine",940727,2020-06-06T13:00:00.000Z
Gruyere House / Lagula Arquitectes,2019,Spain,940526,2020-06-06T11:00:00.000Z
Kami in the Whispering Forest Installation / Moradavaga,2018,"Egna, Italy",940687,2020-06-06T09:00:00.000Z
Sawmill Market / api(+) + Islyn Studio + Eric Haskins ,2020,"Albuquerque, United States",940947,2020-06-06T07:00:00.000Z
Floating House waterlilliHaus / SysHaus,2019,"Joanópolis, Brazil",940995,2020-06-06T05:00:00.000Z
Kunshan Constitution Park / IPD,2020,"Suzhou, China",940757,2020-06-06T02:00:00.000Z
Floating Dune House / Slee & Co Architects,2016,South Africa,941085,2020-06-05T23:00:00.000Z
La Héronnière / Alain Carle Architecte,2014,"Wentworth, Canada",778275,2020-06-05T22:00:00.000Z
Hitel Hotel / Devolution,2018,"Xiamen, China",940502,2020-06-05T21:00:00.000Z
The Scalpel / KPF,2020,"London, United Kingdom",940963,2020-06-05T20:00:00.000Z
Chan House / Kay Architecture JSC,2019,Vietnam,940848,2020-06-05T19:00:00.000Z
Portola Valley House / SB Architects,2019,"Portola Valley, United States",939592,2020-06-05T17:00:00.000Z
Torre 61 Office Building / JJRR/Arquitectura,2020,"Ciudad de México, Mexico",940917,2020-06-05T16:00:00.000Z
Doca Steak Burger Restaurant / Meius Arquitetura,2018,Brazil,940944,2020-06-05T14:00:00.000Z
Lake House / Janaina Pacheco Arquitetura + Estúdio MB,2019,"Mangabeiras, Brazil",940679,2020-06-05T12:00:00.000Z
Around the Net House / MARTINS AFONSO atelier de design + l'atelier miel,2019,"Courdimanche, France",940906,2020-06-05T10:00:00.000Z
Hoa Phong House / HUNI Housing + HUNI Architectes,2018,"Da Nang, Vietnam",940968,2020-06-05T03:00:00.000Z
Ginga Pavilion / Giovanna Taques + Guilherme Schmitt + Victor Escorsin + João Vitor Sarturi,2020,Argentina,941062,2020-06-05T01:00:00.000Z
House in Hayama / Eri Sumitomo Architects + Sumitomo Eri + ENJOYWORKS,2019,"Hayama, Japan",940966,2020-06-05T01:00:00.000Z
Corpland Loop Resort / RSAA/Büro Ziyu Zhuang,2018,"Chengdu, China",940844,2020-06-05T00:00:00.000Z
Towers Road House / Wood/Marsh,2018,"Melbourne, Australia",940990,2020-06-04T23:00:00.000Z
CANAL ST. Selected Store / Sò Studio,2019,"Shanghai, China",940492,2020-06-04T21:00:00.000Z
An Intimate Apartment In Lavasan / Atizist Consulting Engineers,2016,"Roodak, Iran",940858,2020-06-04T20:00:00.000Z
"Amakusa Complex “KOKORASU"" / Nikken Sekkei",2020,"Amakusa, Japan",940775,2020-06-04T19:00:00.000Z
1211 East Eleventh Studio / Furman + Keil Architects,2019,"Austin, United States",940629,2020-06-04T17:00:00.000Z
Benedito Apartment / Meireles Pavan Arquitetura,2020,"Bairro Itaim Bibi, Brazil",940327,2020-06-04T16:00:00.000Z
CAB House / Estudio MMX,2017,"Ciudad de México, Mexico",940342,2020-06-04T14:00:00.000Z
Wooden Cave / Tenon Architecture,2020,"Kato Trikala Korinthias, Greece",940816,2020-06-04T12:00:00.000Z
2en1 Students Halls / BFV Architectes,2018,"Aubervilliers, France",940951,2020-06-04T10:00:00.000Z
Wellesley College Global Flora / Kennedy & Violich Architecture,2019,"Wellesley, United States",940891,2020-06-04T07:00:00.000Z
Ginkgo Tea House / MADAM + Hexia,2020,"Jiaxing, China",940930,2020-06-04T06:00:00.000Z
Hotel Bauhofstrasse / VON M,2019,"Ludwigsburg, Germany",940980,2020-06-04T03:00:00.000Z
Cantina di David Restaurant / Design Brendan Bakker,2019,"Utrecht, The Netherlands",940834,2020-06-04T02:00:00.000Z
Bitonic House / Zhucun Design,2020,"Taiwan, Taiwan",940555,2020-06-04T01:00:00.000Z
Qkids English Center / Crossboundaries  ,2020,"Xiamen, China",940824,2020-06-04T00:00:00.000Z
Spiral House / I.R.A.,2018,"Higashimurayama, Japan",940859,2020-06-03T23:00:00.000Z
Chipakata Children’s Academy / Susan Rodriguez + Frank Lupo + Randy Antonia Lott,2015,"Lusaka, Zambia",770497,2020-06-03T22:00:00.000Z
Dynamic Living Experience in Nnorthern Israel / Dan and Hila Israelevitz Architects,2020,Israel,940854,2020-06-03T21:00:00.000Z
Residence OW / ST design studio,2020,"Taiwan, China",940625,2020-06-03T20:00:00.000Z
Sanyang Brewery / Studio Heech,2020,"Mungyeong-si, South Korea",940642,2020-06-03T19:00:00.000Z
245 Hammersmith Road Building / Sheppard Robson,2019,United Kingdom,940561,2020-06-03T19:00:00.000Z
House in Meco / Atelier RUA,2018,"Casa do Infantado, Portugal",940880,2020-06-03T17:00:00.000Z
Triada Houses / Lucía Villers,2018,"Guanajuato, Mexico",940570,2020-06-03T16:00:00.000Z
Pedras Salgadas Horse Riding Centre / Luís Rebelo de Andrade,2015,"Vila Pouca de Aguiar, Portugal",940863,2020-06-03T14:00:00.000Z
Vida House / Zozaya Arquitectos,2014,"Troncones, Mexico",940321,2020-06-03T12:00:00.000Z
"Corona Treatment Centre Berlin / Heinle, Wischer und Partner",2020,"Berlin, Germany",940802,2020-06-03T10:00:00.000Z
Drayton Green Church / Piercy&Company,2018,"London, United Kingdom",940883,2020-06-03T07:00:00.000Z
Mogro House (or Skylight House) / Rodolfo Cañas,2018,"Santiago, Chile",940563,2020-06-03T06:00:00.000Z
NATURE ONE Coffee / Point depth Design,2020,"Foshan, China",940707,2020-06-03T03:00:00.000Z
Midway Point House / Keith Westbrook + Cumulus Studio,2018,"Hobart, Australia",940719,2020-06-03T02:00:00.000Z
Apartment Svätoplukova / Kilo / Honc,2020,"Bratislava, Slovakia",940818,2020-06-03T01:00:00.000Z
"Pingshan Terrace, the Renovation of Nanbu Water Purification Station / NODE Achitecture & Urbanism",2019,"Shenzhen, China",940764,2020-06-03T00:00:00.000Z
Lantern Studio / Flavin Architects,2019,"Wellesley, United States",940714,2020-06-02T23:00:00.000Z
Modernist Coffee / The Crossboundaries,2019,"Vadodara, India",940640,2020-06-02T21:00:00.000Z
Micro Housing S / Architects H2L,2019,"Seoul, South Korea",940779,2020-06-02T20:00:00.000Z
Yard Apartment / Qisi Design,2019,"Shanghai, China",940587,2020-06-02T19:00:00.000Z
Mino Osteria Restaurant / Vanessa Larré Arquitetura,2018,"Centro, Brazil",940618,2020-06-02T17:00:00.000Z
165 House / PAR Arquitectos,2019,"Zapallar, Chile",940565,2020-06-02T16:00:00.000Z
Pilarica: Elements for Industrial Recovery,2019,"Madrid, Spain",940650,2020-06-02T14:00:00.000Z
Beira Mar House / Paulo Martins Arq&Design,2018,Portugal,940573,2020-06-02T12:00:00.000Z
Geneva Villa / JM Architecture,2019,"Geneva, Switzerland",940609,2020-06-02T10:00:00.000Z
Inside Out House / Gaurav Roy Choudhury Architects GRCA,2018,"Bengaluru, India",940766,2020-06-02T07:00:00.000Z
CMR House / Estudio MMX,2017,"Ciudad de México, Mexico",940343,2020-06-02T06:00:00.000Z
"Library Toongnatapin School / Student Committee, Faculty of Architecture, Silpakorn University",2017,Thailand,940797,2020-06-02T03:00:00.000Z
New Build Villa / BUERO BECHTLOFF,2019,"Aumühle, Germany",940674,2020-06-02T02:00:00.000Z
House 1103 / Naoya Matsumoto Design,2019,"Osaka, Japan",940517,2020-06-02T01:00:00.000Z
Pavilion Can Gio  Ho Chi Minh Vietnam / DE-SO,2020,Vietnam,940800,2020-06-02T00:00:00.000Z
Je Beijing Restaurant / FUNUN LAB,2020,"Beijing, China",940355,2020-06-01T23:00:00.000Z
Dune House / Marc Koehler Architects,2015,The Netherlands,625643,2020-06-01T22:00:00.000Z
Afra House / DAAL Studio,2019,"Royan, Iran",940552,2020-06-01T21:00:00.000Z
House B / Whispering Smith,2020,"Scarborough, Australia",940692,2020-06-01T20:00:00.000Z
The Klotski Building / Graham Baba Architects,2019,"Seattle, United States",939471,2020-06-01T19:00:00.000Z
Family Villa in Giruliai / DO Architects,2018,"Giruliai, Lithuania",940659,2020-06-01T17:00:00.000Z
Cloud Nine Space / Studio Gabriel Bordin,2019,"Florianópolis, Brazil",940644,2020-06-01T16:00:00.000Z
Gym and Snack bar Module / DMDV arquitetos,2019,"Osasco, Brazil",940675,2020-06-01T14:00:00.000Z
Hotel Room Mate Bruno / Teresa Sapey + Partners,2018,"Róterdam, The Netherlands",940468,2020-06-01T12:00:00.000Z
Lake House Völs / noa* network of architecture,2019,"Völs am Schlern, Italy",940601,2020-06-01T09:00:00.000Z
Humble Pizza Restaurant / Child Studio,2019,United Kingdom,919186,2020-06-01T06:00:00.000Z
Utter Space Photography Studio in Beijing / CUN Design,2020,"Beijing, China",940375,2020-06-01T01:00:00.000Z
"OCT · Vanke Waterfront City, the Floating Pier / Nordic Office of Architecture",2020,"Nanchang, China",940583,2020-06-01T00:00:00.000Z
Oikumene Church / TSDS Interior Architect,2018,"East Tanjung Palas, Indonesia",940494,2020-05-31T23:00:00.000Z
The Pavilion / Feldman Architecture,2018,"San José, United States",940628,2020-05-31T21:08:00.000Z
Bendigo Hospital / Silver Thomas Hanley + Bates Smart,2017,"Bendigo, Australia",938939,2020-05-31T18:00:00.000Z
ARP Office / Ali Ravanpak + Babak Abnar,2018,"Tehran, Iran",940589,2020-05-31T19:00:00.000Z
Clock Museum Of the Cultural Revolution / Jiakun Architects,2008,"Chengdu, China",364795,2020-05-31T17:00:00.000Z
Baisha Old Town Retreat  / Atelier GOM + Atelierba,2017,"Dali, China",881816,2020-05-31T14:00:00.000Z
6 Houses in Cabrera de Mar / Twobo arquitectura + Luis Twose,2019,"Cabrera de Mar, Spain",940469,2020-05-31T13:00:00.000Z
Johannes House Extension  / MADAM architectuur,2019,"Dilbeek, Belgium",940434,2020-05-31T11:00:00.000Z
Algarve House / tip architects,2015,Portugal,940340,2020-05-31T09:00:00.000Z
Caselas School and Kindergarten / Site Specific Arquitectura + Patrícia Marques e Paulo Costa,2019,"Lisboa, Portugal",940155,2020-05-31T05:00:00.000Z
Carmelites Extension / NOTAN OFFICE,2020,"Bruselas, Belgium",939399,2020-05-31T02:00:00.000Z
Machiya in Kawagoe House / K+S Architects,2019,"Kawagoe, Japan",940335,2020-05-30T23:00:00.000Z
Half Space / Y.AN DESIGN,2019,"Wenling, China",940222,2020-05-30T21:00:00.000Z
La Cucina / Myeongborang / Choon Choi Architects,2018,"Seoul, South Korea",939945,2020-05-30T19:00:00.000Z
BioLegend Campus / Delawie,2019,"San Diego, United States",940213,2020-05-30T19:00:00.000Z
