title,year,location,project_id,publication_date
Architecture Faculty in Tournai / Aires Mateus,2017,"Tournai, Belgium",880012,2021-01-17T16:00:00.000Z
Visitor Center of Duna-Ipoly National Park / Építész Stúdió,2020,"Pilisszentiván, Hungary",954729,2021-01-17T13:00:00.000Z
Rana House / EURK Buildesign,2018,"Merida, Mexico",954834,2021-01-17T11:00:00.000Z
Sierra Negra 27 House / HEMAA,2019,"Mexico City, Mexico",955057,2021-01-17T09:00:00.000Z
Quinta da Ria Renovation / AIA,2018,"Algarve, Portugal",954512,2021-01-17T05:00:00.000Z
Huazhan Campus of Shanghai Gaoan Road No. 1 Primary School / Scenic Architecture Office,2020,"Shanghai, China",954780,2021-01-17T02:00:00.000Z
Casa Celestina / Ramos Castellano Arquitectos,2020,"Mindelo, Cape Verde",954658,2021-01-16T23:00:00.000Z
PH-13 Apartment / Atelier L'inconnu,2016,"Beirut, Lebanon",954973,2021-01-16T21:00:00.000Z
Sameura Canoe Terrace / TA+A + Wakuda Kosuke Architects + Sanai Architects,2020,"Tosa, Japan",954680,2021-01-16T19:00:00.000Z
Pueyrredón 1101 Building / Estudio Pablo Gagliardo ,2017,"Rosario, Argentina",879076,2021-01-16T17:00:00.000Z
Residential Building Zug Schleife / Valerio Olgiati,2012,"Zug, Switzerland",468287,2021-01-16T15:00:00.000Z
Deep Gray Apartment / Azovskiy&Pahomova architects,2020,"Krivói Rog, Ukraine",954406,2021-01-16T13:00:00.000Z
Suspended House / OFFICE MUTO,2020,"Clamart, France",954416,2021-01-16T11:00:00.000Z
Larkin Street Substation Expansion / TEF Design,2018,"San Francisco, United States",954652,2021-01-16T09:00:00.000Z
Lagos House / MAPA,2019,"Ciudad de la Costa, Uruguay",954829,2021-01-16T05:00:00.000Z
IRPC Innovation Center  / Architects 49,2020,"Choeng Noen Sub-district, Thailand",954956,2021-01-16T02:00:00.000Z
Lucky Knot / NEXT architects,2016,"Changsha Shi, China",798261,2021-01-15T23:00:00.000Z
Autism Garden / Hajm.e.Sabz,2015,"Khomeini Shahr, Iran",954910,2021-01-15T22:00:00.000Z
DK House / rab architects,2019,"Deir el Qamar, Lebanon",954721,2021-01-15T20:00:00.000Z
Lan Villa / Yuan Architects,2019,China,954670,2021-01-15T20:00:00.000Z
Hawthorne Studio / PRODUCTORA + Part Office,2020,"Pasadena, United States",955066,2021-01-15T16:00:00.000Z
Fehlman Estate II / Bob Gysin Partner BGP,2020,"Winterthur, Switzerland",954657,2021-01-15T14:00:00.000Z
ABB Strömberg Park / Parviainen Architects,2019,"Vaasa, Finland",954558,2021-01-15T12:00:00.000Z
Pino-Roble House / Valentín Arrieta Berdasco,2019,"Canicosa de la Sierra, Spain",955055,2021-01-15T10:00:00.000Z
Plaza of Kanagawa Institute of Technology / junya ishigami + associates,2020,Japan,954785,2021-01-15T07:00:00.000Z
Enrico Fermi School / BDR bureau,2019,"Torino, Italy",925586,2021-01-15T06:00:00.000Z
Que Dua Restaurant / DDconcept,2018,Vietnam,955076,2021-01-15T03:00:00.000Z
Charred House / Rider Stirland Architects,2020,"London, United Kingdom",954589,2021-01-15T02:00:00.000Z
DESCENTE BLANC Beijing / Schemata Architects + Jo Nagasaka,2020,"Chaoyang Qu, China",954934,2021-01-15T01:00:00.000Z
Hardman Square Pavilion / Sheppard Robson,2018,"Manchester, United Kingdom",923728,2021-01-15T00:00:00.000Z
Ecopark Penthouse / Le House,2020,Vietnam,954936,2021-01-14T23:00:00.000Z
Garden Wall House #2 / U.L.A. design,2020,"Yokohama, Japan",954822,2021-01-14T21:00:00.000Z
House of Breeze / C.A.T Design and Build,2020,"Ho Chi Minh City, Vietnam",954717,2021-01-14T20:00:00.000Z
Black House / Robot3 Studio,2020,"Beijing, China",954798,2021-01-14T19:00:00.000Z
Ohio Center Parking Garage / Schooley Caldwell,2020,"Columbus, United States",954682,2021-01-14T17:00:00.000Z
House in Matadepera / Pepe Gascón Arquitectura,2020,Spain,954986,2021-01-14T16:00:00.000Z
"Santo Amaro / Almeida Fernandes, Arquitectura e Design",2020,"Oeiras, Portugal",954191,2021-01-14T14:00:00.000Z
Wisselbeke Castle & Grounds / Abscis Architecten,2019,"Merelbeke, Belgium",954922,2021-01-14T12:00:00.000Z
Donado Building / moarqs,2019,"DTL, Argentina",954902,2021-01-14T10:00:00.000Z
Le Monde Office Building  / Snøhetta + SRA Architects,2020,"Paris, France",954921,2021-01-14T07:00:00.000Z
and wander MARUNOUCHI / Schemata Architects,2020,"Chiyoda City, Japan",954955,2021-01-14T06:00:00.000Z
Artist's Studio in Stepney in London / Martin Edwards Architects,2020,"London, United Kingdom",954911,2021-01-14T03:00:00.000Z
Apartment Renovation in Singapore / Studio Wills + Architects,2018,Singapore,954840,2021-01-14T02:00:00.000Z
House U / Shinta Hamada Architects,2020,Japan,954929,2021-01-14T01:00:00.000Z
Office Renovation in Old Factory / Qing Studio,2021,"Chongqing, China",954803,2021-01-14T00:00:00.000Z
House Within / Arch.Lab,2019,"Panchkula, India",954826,2021-01-13T23:00:00.000Z
Sky Cave House & Clinic / IKAWAYA Architects,2020,Japan,954814,2021-01-13T21:00:00.000Z
Concrete Shell House / IKAWAYA Architects,2020,Japan,954818,2021-01-13T20:00:00.000Z
The Statesman / Studio Morphogenesis Limited,2018,"Dhaka, Bangladesh",954845,2021-01-13T20:00:00.000Z
Bangkok Prep II Block D / Plan Architect,2020,"Khet Watthana, Thailand",954804,2021-01-13T19:00:00.000Z
Terra / BONE,2020,"Dubai, United Arab Emirates",954823,2021-01-13T17:00:00.000Z
Tiny Office / delavegacanolasso,2020,"Madrid, Spain",954852,2021-01-13T16:00:00.000Z
Cabin in La Juanita / MAPA,2020,"José Ignacio, Uruguay",954859,2021-01-13T14:00:00.000Z
Urban Renewal of Chiado Neighborhood / Álvaro Siza + Carlos Castanheira,2015,"Lisbon, Portugal",954700,2021-01-13T12:00:00.000Z
Bridge House / LLAMA urban design,2016,"Huntsville, Canada",889537,2021-01-13T06:00:00.000Z
Duplex on a Hillside / MWArchitekten,2020,Austria,954664,2021-01-13T03:00:00.000Z
Danshari Coffee / sgnhA,2020,"Ciudad Ho Chi Minh (Saigón), Vietnam",954688,2021-01-13T02:00:00.000Z
St Peter & Paul Courthouse / Knorr & Pürckhauer Architekten,2020,"Zürich, Switzerland",954706,2021-01-13T01:00:00.000Z
Hotel Seventeen / DAGA Architects,2019,"Dongcheng Qu, China",954730,2021-01-13T00:00:00.000Z
Valley Retreat / Wang Weijen Architecture,2020,"Jiyuan, China",954696,2021-01-12T23:00:00.000Z
Tokyo Gasshuku-jo / TA+A,2017,"Itabashi, Japan",954684,2021-01-12T21:00:00.000Z
Shomaj Biggyan Chattar at University of Dhaka / STHANIK Consultants,2016,"Daca, Bangladesh",954708,2021-01-12T20:00:00.000Z
Between 2 Courtyards House / eben,2019,Indonesia,954695,2021-01-12T19:00:00.000Z
Middle West Spirits / Jonathan Barnes Architecture and Design,2016,"Columbus, United States",954861,2021-01-12T17:00:00.000Z
Ibiuna VF House / DT Estúdio,2016,"Ibiúna, Brazil",954837,2021-01-12T16:00:00.000Z
Study for a Windmill / Gijs Van Vaerenbergh ,2019,"Dilbeek, Belgium",954728,2021-01-12T14:00:00.000Z
Carhartt Wip Complex / Craft Architecture,2020,"Soorts-Hossegor, France",954830,2021-01-12T12:00:00.000Z
Palos Apartment / fama(sss),2020,"Madrid, Spain",954820,2021-01-12T10:00:00.000Z
House In Fusato / Studio Cochi Architects,2020,"Nanjō, Japan",954681,2021-01-12T07:00:00.000Z
Woodstock Rooftop Life and Work Space / Jonathan Tuckey Design,2019,United Kingdom,954701,2021-01-12T07:00:00.000Z
HippoFarm Bioclimatic Dormitories / T3 ARCHITECTS,2020,Vietnam,954693,2021-01-12T03:00:00.000Z
House in Aokibashi / Shinta Hamada Architects,2020,"Kawaguchi, Japan",954650,2021-01-12T02:00:00.000Z
The Double Brick House / ARHITEKTURA / OFFICE FOR URBANISM AND ARCHITECTURE,2020,"Ljubljana, Slovenia",954599,2021-01-12T01:00:00.000Z
Ruralation Museum Hotel / AZL Architects,2020,"Nanjing, China",954639,2021-01-12T00:00:00.000Z
The Diary House / DA VÀNG studio,2020,"Sóc Trăng, Vietnam",954647,2021-01-11T23:00:00.000Z
Kindergarten Classroom at Green School / IBUKU,2008,"Abiansemal, Indonesia",886235,2021-01-11T22:00:00.000Z
House In Tamagusuku / Studio Cochi Architects,2018,"Nanjō, Japan",954648,2021-01-11T21:00:00.000Z
Haikou Wenming East Road Tunnel / Penda China,2020,"Haikou, China",954476,2021-01-11T20:00:00.000Z
The Hay Equestrian Center and Eatery / Architectkidd,2019,"Bangkok, Thailand",954679,2021-01-11T19:00:00.000Z
Amore Pacific Research and Design Center  / Álvaro Siza Vieira + Carlos Castanheira + Kim Jang Kyu,2010,"Yongin, South Korea",954574,2021-01-11T16:59:00.000Z
Poz 7 House / PL.Architekci,2019,"Poznań, Poland",954426,2021-01-11T16:00:00.000Z
Sisters Houses / Daher Jardim Arquitetura,2020,Brazil,954654,2021-01-11T14:00:00.000Z
Milson Road Studio / Jonathan Tuckey Design,2020,"London, United Kingdom",954663,2021-01-11T13:00:00.000Z
Alto de Vila 365 House / Terra Arquitectos,2020,"Porto, Portugal",954563,2021-01-11T10:00:00.000Z
Sky House / MIA Design Studio,2019,"An Phu, Vietnam",929401,2021-01-11T07:00:00.000Z
Porcuna Parish Center / Pablo Millán,2020,,954582,2021-01-11T03:00:00.000Z
Tasting Room for Master Blenders / Elluin Duolé Gillon architecture,2019,"Cognac, France",954530,2021-01-11T02:00:00.000Z
Ditton Hill House  / Surman Weston,2020,"Long Ditton, United Kingdom",954386,2021-01-11T01:00:00.000Z
Theater Cafe / MPDStudio,2019,"Pattaya City, Thailand",954570,2021-01-11T00:00:00.000Z
Jiu Zi Park / TJAD Original Design Studio,2019,"Shanghai, China",954143,2021-01-10T23:00:00.000Z
Snail Shell Retreat / Rafati Associates,2018,Iran,903876,2021-01-10T21:00:00.000Z
C-Home / LOT-EK,2019,"Claverack-Red Mills, United States",954412,2021-01-10T19:00:00.000Z
Casa Rosales / Israel Espin,2018,"Heroica Puebla de Zaragoza, Mexico",904162,2021-01-10T17:00:00.000Z
Castignani House / Ebeca,2019,Argentina,954290,2021-01-10T15:00:00.000Z
Krinkels BV Headquarters / Paul de Ruiter Architects,2019,"Breda, The Netherlands",954489,2021-01-10T13:00:00.000Z
Rehabilitation of Duplex Apartment Bugio / AIA,2018,"Lisbon, Portugal",954514,2021-01-10T11:00:00.000Z
Health Center Jugon Les Lacs / Violi Architecte,2019,"Jugon-les-Lacs-Commune-Nouvelle, France",954441,2021-01-10T09:00:00.000Z
Le Grand Marais Apartment  / Ubalt architectes,2020,"Paris, France",954532,2021-01-10T06:00:00.000Z
Liuhong School of Luxiang Experimental Elementary School / Tus-Design,2020,"Suzhou, China",954213,2021-01-10T02:00:00.000Z
HP House / Rakta Studio,2020,"Cianjur, Indonesia",954531,2021-01-10T00:00:00.000Z
Les Domaines Ott Château de Selle / Carl Fredrik Svenstedt Architect | CFSA,2017,"Taradeau, France",904338,2021-01-09T21:00:00.000Z
Amwaj Villa / MORIQ,2015,Bahrain,954404,2021-01-09T19:00:00.000Z
Amazon Blink Studio / Ultraconfidentiel Design,2017,"New Delhi, India",954228,2021-01-09T17:00:00.000Z
EH House / andramatin,2014,"Bandung, Indonesia",904721,2021-01-09T15:00:00.000Z
SNHU Innovation and Design Education Building / HGA,2019,"Hooksett, United States",954414,2021-01-09T13:00:00.000Z
Corten House / ES Arquitetura,2019,"Içara, Brazil",952524,2021-01-09T11:00:00.000Z
Setúbal House / João Tiago Aguiar Arquitectos,2016,Portugal,953209,2021-01-09T09:00:00.000Z
Sporting Overview Residential Complex / Taillandier Architectes Associés,2020,"Blagnac, France",954555,2021-01-09T06:00:00.000Z
Hunter's House / Medusa Group,2020,Poland,953842,2021-01-09T02:00:00.000Z
Qiujiawu Village of Master CraftsMenship / CUC·ZOYO,2019,"Hangzhou, China",954323,2021-01-08T23:00:00.000Z
Student Services Building  / CO Architects,2018,"Pomona, United States",954584,2021-01-08T21:00:00.000Z
Putuo Mountain New Passenger Transportation Center / UAD,2020,"Zhoushan, China",954376,2021-01-08T20:00:00.000Z
Student Hotel / The Invisible Party,2020,"Delft, The Netherlands",954003,2021-01-08T19:00:00.000Z
View Ridge Residence / Heliotrope Architects,,"Seattle, United States",954542,2021-01-08T17:00:00.000Z
House in Alentejo / BICA Arquitectos,2020,"Redondo, Portugal",954534,2021-01-08T16:00:00.000Z
Boge Friggars House / Scott Rasmusson Källander,2019,Sweden,954424,2021-01-08T14:00:00.000Z
Sabrab Office / Sabrab,2020,"Lisbon, Portugal",954484,2021-01-08T12:00:00.000Z
Villa Benthuizen / Arjen Reas Architects,2020,"Benthuizen, The Netherlands",954447,2021-01-08T10:00:00.000Z
Bigwin Island Club Cabins / MacKay-Lyons Sweetapple Architects,2018,"Baysville, Canada",926494,2021-01-08T07:00:00.000Z
Papyrus Flagship Store / WGNB,2020,"Yongsan-gu, South Korea",954539,2021-01-08T06:00:00.000Z
Burning Bridges Installation  / KATARSIS ab,2020,"Nikola-Lenivets, Russia",954442,2021-01-08T03:00:00.000Z
"Pocket Park on Xinhua Road, Shanghai / SHUISHI",2020,"Shanghai, China",954115,2021-01-08T02:00:00.000Z
Free-Standing Residence on Historic Site / POLYGOON Architectuur,2018,"Schoten, Belgium",954418,2021-01-08T01:00:00.000Z
Fudan Jingshi Bookstore / SHUISHI,2020,"Shanghai, China",954524,2021-01-08T00:00:00.000Z
House in Tsukuba / Aisaka Architects’ Atelier,2020,"Tsukuba, Japan",954181,2021-01-07T23:00:00.000Z
Goon Yard / KSOUL Studio,2020,Vietnam,954215,2021-01-07T21:00:00.000Z
GUGA Books / WT Architects,2020,"Chongqing, China",954272,2021-01-07T21:00:00.000Z
Bambow Suspended Flying Bridge / Atelier LAI,2020,"Shanghai, China",954154,2021-01-07T19:00:00.000Z
CC House / Sommet,2019,"Santa Cruz de la Sierra, Bolivia",954156,2021-01-07T17:00:00.000Z
Oficinas Wakasabi / Wakasabi,2018,"Mexico City, Mexico",954581,2021-01-07T16:00:00.000Z
Twisted Run Retreat  / Tall Architects,2019,"Vancleave, United States",954417,2021-01-07T14:00:00.000Z
Geldrop-Mierlo Town Hall Renovation / Reset Architecture,2019,The Netherlands,954403,2021-01-07T12:00:00.000Z
The Cosmopolitan Building / BOGDAN & VAN BROECK,2019,"Brussel, Belgium",954567,2021-01-07T10:00:00.000Z
5 Beams House / Gubbins-Polidura,2018,"Zapallar, Chile",954483,2021-01-07T07:00:00.000Z
Friendship Hospital Satkhira / Kashef Chowdhury/URBANA,2018,"Shyamnagar Upazila, Bangladesh",926305,2021-01-07T06:00:00.000Z
Atami Tower House / Ashida Architect & Associates,2020,"Atami, Japan",954556,2021-01-07T03:00:00.000Z
Yin Residence / Ashida Architect & Associates,2016,"Mitaka, Japan",954559,2021-01-07T02:00:00.000Z
Alexander Kielland House / Trodahl Arkitekter,2021,Norway,954423,2021-01-07T01:00:00.000Z
Social Space in Jing’an Kerry Centre / Linehouse,2020,"Shanghai, China",954135,2021-01-07T00:00:00.000Z
Jin Chen Yi Fei Ming Art Gallery / Sunyat Architecture Design,2020,"Shanghai, China",954295,2021-01-06T23:00:00.000Z
The Twins House / DELUTION,2019,"Kebayoran Lama, Indonesia",925887,2021-01-06T21:00:00.000Z
New Shoots Children’s Centre / Collingridge And Smith Architects (CASA),2020,"Kerikeri, New Zealand",954443,2021-01-06T20:00:00.000Z
House in Himeji / FujiwaraMuro Architects,2020,"Himeji, Japan",954177,2021-01-06T19:00:00.000Z
Impluvium Cabin / SAA Arquitectura + Territorio,2019,"Neltume, Chile",954160,2021-01-06T17:00:00.000Z
LAB House / Laura Ortín Arquitectura,2020,"Murcia, Spain",954105,2021-01-06T16:00:00.000Z
La Frater Community Center / Sommet,2019,"Santa Cruz de la Sierra, Bolivia",954162,2021-01-06T14:00:00.000Z
Young Art Biennale InfoPoint / AB CHVOYA,2020,"Moskva, Russia",954407,2021-01-06T12:00:00.000Z
Odori Hotel / Nimara Architects,2019,"Kebayoran Lama, Indonesia",954209,2021-01-06T10:00:00.000Z
House in Vira Gambarogno / Viola Valsesia,2019,"Gambarogno, Switzerland",954411,2021-01-06T07:00:00.000Z
Octavia House / PPAA Pérez Palacios Arquitectos Asociados,2020,"Mexico City, Mexico",954517,2021-01-06T07:00:00.000Z
Lausanne Football Stadium  / :mlzd + Sollberger Bögli Architekten,2020,"Lausanne, Switzerland",954343,2021-01-06T03:00:00.000Z
H House / sontangMsiregar Architects,2020,"Jakarta, Indonesia",954308,2021-01-06T02:00:00.000Z
"""Social With Distancing"" Restaurant and Bar / RENESA Architecture Design Interiors Studio",2020,"New Delhi, India",954394,2021-01-06T01:00:00.000Z
OōEli Art Park / Renzo Piano Building Workshop ,2020,"Hangzhou, China",954260,2021-01-06T00:00:00.000Z
OO Home Studio / OO Studio,2019,"Bangkok, Thailand",954402,2021-01-05T23:00:00.000Z
GOA Headquarters / goa,2020,"Hangzhou, China",954252,2021-01-05T21:00:00.000Z
House S / atelier N,2020,Japan,954373,2021-01-05T20:00:00.000Z
B Bar & Lounge / Wynk Collaborative,2018,Singapore,954375,2021-01-05T19:00:00.000Z
House and Pavilion in Valencia / Juan Marco Arquitectos,2020,"Valencia, Spain",954270,2021-01-05T17:00:00.000Z
Fortaleza Subway Extension / Fernandes Arquitetos Associados,2012,Brazil,954066,2021-01-05T16:00:00.000Z
Bê House / SMG Arquitectos,2020,"Bencatel, Portugal",954188,2021-01-05T14:00:00.000Z
CNA’s Restaurant-Viewpoint and Bar / MdA Arquitectura,2017,"Miraflores, Peru",954175,2021-01-05T12:00:00.000Z
DT1H1 Apartment / Igor Sirotov Architects,2017,"Kyiv, Ukraine",950982,2021-01-05T10:00:00.000Z
Brickly Affair Residence / Greyscale Design Studio,2020,"Bengaluru, India",954165,2021-01-05T07:00:00.000Z
Caviar Cafe / Creative Crews,2019,"Bangkok, Thailand",954269,2021-01-05T06:00:00.000Z
Risch House / Kiltro Polaris Arquitectura,2020,"Cancun, Mexico",954247,2021-01-05T04:00:00.000Z
Mälardalen University Campus Eskilstuna / AIX Arkitekter + 3XN,2020,"Eskilstuna, Sweden",954415,2021-01-05T02:00:00.000Z
Piyandeling Artisan Residence and Workshop / Realrich Architecture Workshop,2020,"Lembang, Indonesia",954374,2021-01-05T01:00:00.000Z
KVI Notary Office / Studio Kota,2020,"Kecamatan Serpong, Indonesia",954259,2021-01-05T00:00:00.000Z
China Hongdao International Conference & Exhibition Center / gmp,2020,"Qingdao, China",954389,2021-01-04T23:00:00.000Z
Passive Lab House / RAD+ar (Research Artistic Design + architecture),2020,"Kecamatan Serpong Utara, Indonesia",954183,2021-01-04T21:00:00.000Z
Garden Yoga Studio / Madeiguincho,2020,"Cascais, Portugal",951821,2021-01-04T20:00:00.000Z
Tsubo-Niwa Extension  / Kenzo Makino & Associates,2018,"Kioto, Japan",954226,2021-01-04T19:00:00.000Z
Deep Blue Restaurant / Contacto Atlântico,2020,"Lisbon, Portugal",952455,2021-01-04T17:00:00.000Z
Living 304 Single-Family Home / estudio ar,2020,"León, Mexico",950829,2021-01-04T16:00:00.000Z
House for Parents in Jeseniky  / TRI.ŠTRNÁSŤ architekti,2020,"Stará Červená Voda, Czech Republic",953926,2021-01-04T14:00:00.000Z
Walmer Castle and Gardens Learning Centre and Cafe / Adam Richards Architects,2020,"Walmer, United Kingdom",953711,2021-01-04T12:00:00.000Z
Chagas Apartment / João Tiago Aguiar Arquitectos,2019,"Lisbon, Portugal",953310,2021-01-04T10:00:00.000Z
Fa Chang Cultural Activity Center / CCDI Dongxiying Studio,2018,"Heyuan, China",917591,2021-01-04T08:00:00.000Z
Stage Pavilion / Stage Dnipro Community,2016,"Dnipropetrovsk, Ukraine",921151,2021-01-04T06:00:00.000Z
Avala House / TEN,2020,"Belgrade, Serbia",954345,2021-01-04T02:00:00.000Z
Juquehy Praia Hotel / Piratininga Arquitetos Associados,2016,"Juqueí, Brazil",954131,2021-01-04T01:00:00.000Z
CBT Toledo Educational Center / Juan Caorsi Castillo + ANEP - DSI,2020,"Toledo, Uruguay",951608,2021-01-04T00:00:00.000Z
Renovation of Villa Karma / During the Dinner Studio,2020,"Shanghai, China",949329,2021-01-03T23:00:00.000Z
Family House in the River Valley / Kuba & Pilar architekti,2019,"Znojmo, Czech Republic",953922,2021-01-03T21:00:00.000Z
"Madrid 0,0 Building  / Ruiz Larrea y Asociados",2020,"Madrid, Spain",943703,2021-01-03T19:00:00.000Z
Cabanon 1005 House / estudio eyc,2019,"Cádiz, Spain",943784,2021-01-03T17:00:00.000Z
Aranguren House Rehabilitation / CoA Arquitectura + Luis Aldrete,,"Guadalajara, Mexico",953907,2021-01-03T15:00:00.000Z
Sonnenklang Installation / Christoph Hesse Architects,2020,"Medebach, Germany",954029,2021-01-03T13:00:00.000Z
Beiriz House / Raulino Silva,2020,"Póvoa de Varzim, Portugal",952724,2021-01-03T11:00:00.000Z
InStone Apartment / Atelier DRK,2020,Portugal,953501,2021-01-03T09:00:00.000Z
Volcano House / Pilar Beltrán + Br-arquitectos ,2017,"Puerto Varas, Chile",953962,2021-01-03T06:00:00.000Z
ChatPay Office / Play Arquitetura,2020,"Nova Lima, Brazil",953369,2021-01-03T02:00:00.000Z
Qiannan Training Center / West-line studio,2020,"Qiannan, China",951940,2021-01-02T23:00:00.000Z
Five Houses / Nommo Arquitetos,2020,"Bom Retiro, Brazil",953351,2021-01-02T21:00:00.000Z
Park and Shore Apartments / Woods Bagot,2019,"Jersey City, United States",954024,2021-01-02T19:00:00.000Z
La Cartuja Community Residence for Students / Ana Lozano Atelier,2020,"Granada, Spain",948630,2021-01-02T15:00:00.000Z
MER Apartment / Jacobsen Arquitetura,2019,"São Paulo, Brazil",953708,2021-01-02T13:00:00.000Z
Garden House / ANX / Aaron Neubert Architects,2019,"Los Angeles, United States",952613,2021-01-02T11:00:00.000Z
Armazem Cowork / oitoo,2018,"Porto, Portugal",953607,2021-01-02T09:00:00.000Z
Mountain Wood House  / Walker Warner Architects,2010,"Woodside, United States",953834,2021-01-02T06:00:00.000Z
Puuhi Community Space / OOPEAA,2019,"Soini, Finland",953420,2021-01-02T02:00:00.000Z
Dique 2A Berria Housing Renovation / Behark,2016,"Bilbo, Spain",948389,2021-01-01T23:00:00.000Z
Social Housing in Aigues-Mortes / Thomas Landemaine Architectes,2015,"Aigues-Mortes, France",771854,2021-01-01T22:00:00.000Z
Foshan Meisha Bilingual School / AUBE CONCEPTION,2020,"Foshan, China",953329,2021-01-01T21:00:00.000Z
Kodath House / Archimatrix India Associates,2020,"Neduvannoor, India",960158,2021-01-01T21:00:00.000Z
Líder Store  / FGMF,2016,"São Paulo, Brazil",942911,2021-01-01T19:00:00.000Z
Pence Union Building Renovation / Perkins&Will,2018,"Cheney, United States",952996,2021-01-01T17:00:00.000Z
Haus K / Project Architecture Company,2020,"Bernau bei Berlin, Germany",953837,2021-01-01T16:00:00.000Z
VM Apartment / NJ+ Arquitetos Associados,2018,"Perdizes, Brazil",953759,2021-01-01T14:00:00.000Z
Berlin Metropolitan School / Sauerbruch Hutton ,2020,"Berlin, Germany",953911,2021-01-01T12:00:00.000Z
Quin industrial complex / Iconico,2016,"San Luis Potosí, Mexico",953993,2021-01-01T10:00:00.000Z
The Wind Shape / Yong Ju Lee Architecture,2019,"Hwaseong-si, South Korea",918104,2021-01-01T07:00:00.000Z
Dept W Store / BuckleyGrayYeoman,2019,United Kingdom,926653,2021-01-01T06:00:00.000Z
MODO Store / Maksymilian Sawicki Arkitektur,2020,"Ålesund, Norway",954023,2021-01-01T03:00:00.000Z
San-Shui Culture Complex / ZHUBO DESIGN,2019,"Foshan, China",939309,2021-01-01T00:00:00.000Z
Wiki Tribe Park / Wiki World + Advanced Architecture Lab[AaL],2019,"Huzhou, China",929420,2020-12-31T07:00:00.000Z
Pavilion of the Future / NOVOE,2019,0,921209,2020-12-31T06:00:00.000Z
M. A. C. Community Center / Made in Earth,2016,"Tiruvannamalai, India",870856,2020-12-30T22:00:00.000Z
Zicatela House / Taller de Arquitectura X / Alberto Kalach,2016,"Brisas de Zicatela, Mexico",907258,2020-12-30T07:00:00.000Z
House of the Flying Beds / AL BORDE,2017,Ecuador,906163,2020-12-30T06:00:00.000Z
Brick by Brick: a Doctor's House for Maji Moto / Studio TOTALE,2018,"Arusha, Tanzania",905984,2020-12-29T07:00:00.000Z
Fredriksdalskajen Pier / Nivå Landskapsarkitektur,2018,"Stockholm, Sweden",906192,2020-12-29T06:00:00.000Z
Pizza 4P’s Restaurant Landmark 72 / ODDO architects,2020,"Hanoi, Vietnam",953996,2020-12-29T00:00:00.000Z
DESINO Eco Manufactory Office / Ho Khue Architects,2015,"Bình Chánh, Vietnam",878635,2020-12-28T22:00:00.000Z
"Assuming Distance: Speculations, Fakes, and Predictions in the Age of the Coronacene / NOVOE",2021,"Moscow, Russia",966532,2020-12-28T13:53:00.000Z
Kita+ Park Daycare / se\arch architekten,2018,"Lahr/Schwarzwald, Germany",922548,2020-12-28T06:00:00.000Z
Porto Seguro Cultural Center / Yuri Vital,2016,"São Paulo, Brazil",786298,2020-12-27T18:00:00.000Z
Les Tiennes Marcel / Mohamed Omaïs & Olivia Gomes architects,2015,"Paris, France",866906,2020-12-27T15:00:00.000Z
Guesthouse Paraty / CRU! Architects,2017,Brazil,906022,2020-12-26T17:00:00.000Z
Costa Nova Social and Cultural Center / ARX Portugal,2015,"Gafanha da Encarnação, Portugal",783466,2020-12-26T15:00:00.000Z
Three Slabs House / GAISS,2020,"Mārupe, Latvia",966524,2020-12-25T13:51:00.000Z
Cirqua Apartments / BKK Architects,2017,"Ivanhoe East, Australia",878625,2020-12-25T07:00:00.000Z
ICA Miami Museum / Aranguren&Gallegos Arquitectos,2017,"Miami, United States",889152,2020-12-23T23:00:00.000Z
Wuyishan Bamboo Raft Factory / TAO - Trace Architecture Office,2013,China,878703,2020-12-22T07:00:00.000Z
La Cañada House / Parada Cantilo Estudio,2020,"City Bell, Argentina",953488,2020-12-21T19:00:00.000Z
Patom Cafe / NITAPROW,2019,"Nakhon Pathom, Thailand",927154,2020-12-21T07:00:00.000Z
Forest House / Shma Company Limited,2017,"Chatuchak, Thailand",929257,2020-12-20T21:00:00.000Z
The Morning Chapel / Flores & Prats,2018,"Venice, Italy",896538,2020-12-20T15:00:00.000Z
Empire Stores / S9 Architecture,2017,"Brooklyn, United States",895040,2020-12-19T15:00:00.000Z
House on Lac Charlebois / Paul Bernier Architecte,2015,"Sainte-Marguerite-du-Lac-Masson, Canada",899135,2020-12-18T23:00:00.000Z
Kardella Residence / studiofour,2019,"Malvern East, Australia",952869,2020-12-18T19:00:00.000Z
A Brockley Side House / CAN,2019,"London, United Kingdom",953410,2020-12-17T23:00:00.000Z
Chinese Opera Base in the Qingyun Hutong / Origin Architect,2019,"Beijing, China",953244,2020-12-17T21:00:00.000Z
Sione Ginkakuji Store / Fumihiko Sano Studio,2016,"Kyoto, Japan",953558,2020-12-17T20:00:00.000Z
The Erlang Liquor Storehouse of Langjiu Estate / Langjiu Group + DCA,2018,"Luzhou, China",953385,2020-12-17T19:00:00.000Z
Inglewood Courtyard House / Mark Odom Studio,2020,"Austin, United States",953424,2020-12-17T17:00:00.000Z
House 93 / Estudio V2 Arquitectos,2020,"City Bell, Argentina",953350,2020-12-17T16:00:00.000Z
MESA Bar and Restaurant / Laura Mottin Arquitetura,2020,"Moinhos de Vento, Brazil",953429,2020-12-17T14:00:00.000Z
BT06 Warehouse / Nadau Architecture,2020,"Bègles, France",953353,2020-12-17T12:00:00.000Z
